timestamp_utc,stage,endpoint,params,status_code,elapsed_ms,result_count,error
2026-02-14T00:16:28.680843+00:00,hop1_backward_fetch,/works/W94079674,{},200,134.54,0,
2026-02-14T00:16:28.861468+00:00,hop1_backward_fetch,/works/W130510877,{},200,180.16,0,
2026-02-14T00:16:28.990980+00:00,hop1_backward_fetch,/works/W173870843,{},200,129.06,0,
2026-02-14T00:16:29.119163+00:00,hop1_backward_fetch,/works/W245982464,{},200,127.57,0,
2026-02-14T00:16:29.254589+00:00,hop1_backward_fetch,/works/W1487245244,{},200,135.08,0,
2026-02-14T00:16:29.378494+00:00,hop1_backward_fetch,/works/W1555860740,{},200,123.51,0,
2026-02-14T00:16:29.517476+00:00,hop1_backward_fetch,/works/W1557918944,{},200,138.45,0,
2026-02-14T00:16:29.674238+00:00,hop1_backward_fetch,/works/W1563001226,{},200,156.01,0,
2026-02-14T00:16:29.817762+00:00,hop1_backward_fetch,/works/W1563371093,{},200,142.99,0,
2026-02-14T00:16:31.361746+00:00,hop1_forward_search,/works,"{""filter"": ""cites:W2121399513"", ""per-page"": 200, ""page"": 1, ""sort"": ""cited_by_count:desc""}",200,1510.63,200,
2026-02-14T00:16:32.841424+00:00,hop2_forward_search,/works,"{""filter"": ""cites:W9043168"", ""per-page"": 200, ""page"": 1, ""sort"": ""cited_by_count:desc""}",200,1438.96,90,
2026-02-14T00:16:33.380923+00:00,hop2_forward_search,/works,"{""filter"": ""cites:W104006745"", ""per-page"": 200, ""page"": 1, ""sort"": ""cited_by_count:desc""}",200,530.54,38,
